area_name,area_code,year,alcohol_admissions,health_board
Banff,S02001326,2019,732.79,Grampian
Macduff,S02001327,2019,783.73,Grampian
Gardenstown & King Edward,S02001328,2019,294.15,Grampian
New Pitsligo,S02001329,2019,352.42,Grampian
Deer & Mormond,S02001330,2019,389.39,Grampian
Mintlaw,S02001331,2019,449.36,Grampian
Auchnagatt,S02001332,2019,127.1,Grampian
Cruden,S02001333,2019,246,Grampian
Peterhead Links,S02001334,2019,322.89,Grampian
Peterhead Bay,S02001335,2019,377.24,Grampian
Peterhead Harbour,S02001336,2019,696.76,Grampian
Peterhead Ugieside,S02001337,2019,404.64,Grampian
Longside & Rattray,S02001338,2019,205.84,Grampian
Rosehearty & Strathbeg,S02001339,2019,256.15,Grampian
Fraserburgh Smiddyhill,S02001340,2019,172.34,Grampian
Fraserburgh Lochpots,S02001341,2019,1573.83,Grampian
Fraserburgh Central-Academy,S02001342,2019,971.31,Grampian
Fraserburgh Harbour & Broadsea,S02001343,2019,815.52,Grampian
South Angus,S02001344,2019,280,Tayside
Monikie,S02001345,2019,278.35,Tayside
Monifieth West,S02001346,2019,181.74,Tayside
Monifieth East,S02001347,2019,403.93,Tayside
Carnoustie West,S02001348,2019,522.39,Tayside
Carnoustie East,S02001349,2019,94.53,Tayside
Arbroath Landward,S02001350,2019,314.72,Tayside
Arbroath Kirkton,S02001351,2019,319.72,Tayside
Arbroath Keptie,S02001352,2019,294.06,Tayside
Arbroath Harbour,S02001353,2019,690.76,Tayside
Arbroath Cliffburn,S02001354,2019,637.97,Tayside
Arbroath Warddykes,S02001355,2019,466.01,Tayside
Lunan,S02001356,2019,153.7,Tayside
Montrose South,S02001357,2019,552.22,Tayside
Montrose North,S02001358,2019,538.2,Tayside
Hillside,S02001359,2019,174.23,Tayside
Friockheim,S02001360,2019,124.36,Tayside
Brechin East,S02001361,2019,594.38,Tayside
Brechin West,S02001362,2019,501.77,Tayside
Letham & Glamis,S02001363,2019,377.9,Tayside
Forfar East,S02001364,2019,347.06,Tayside
Forfar Central,S02001365,2019,325.81,Tayside
Forfar West,S02001366,2019,518.32,Tayside
Kirriemuir Landward,S02001367,2019,572,Tayside
Kirriemuir,S02001368,2019,389.22,Tayside
Angus Glens,S02001369,2019,200.55,Tayside
"Mull, Iona, Coll & Tiree",S02001370,2019,333.42,Highland
Oban South,S02001371,2019,1096.34,Highland
Oban North,S02001372,2019,1015.99,Highland
Benderloch Trail,S02001373,2019,448.62,Highland
Loch Awe,S02001374,2019,779.15,Highland
Mid Argyll,S02001375,2019,436.61,Highland
Greater Lochgilphead,S02001376,2019,1118.27,Highland
Knapdale,S02001377,2019,81.34,Highland
Whisky Isles,S02001378,2019,725.79,Highland
Kintyre Trail,S02001379,2019,469.55,Highland
Campbeltown,S02001380,2019,723.02,Highland
Bute,S02001381,2019,80.71,Highland
Rothesay Town,S02001382,2019,992.19,Highland
Cowal South,S02001383,2019,636.06,Highland
Cowal North,S02001384,2019,532.81,Highland
Hunter's Quay,S02001385,2019,1008.77,Highland
Dunoon,S02001386,2019,961.6,Highland
Garelochhead,S02001387,2019,647.51,Highland
Helensburgh West & Rhu,S02001388,2019,343.05,Highland
Helensburgh North,S02001389,2019,404.11,Highland
Helensburgh Centre,S02001390,2019,1086.99,Highland
Helensburgh East,S02001391,2019,737.89,Highland
Lomond Shore,S02001392,2019,172.5,Highland
Tullibody South,S02001393,2019,153.69,Forth Valley
Tullibody North & Glenochil,S02001394,2019,330.56,Forth Valley
Menstrie,S02001395,2019,151.68,Forth Valley
Alva,S02001396,2019,504.3,Forth Valley
"Fishcross, Devon Village & Coalsnaughton",S02001397,2019,495.8,Forth Valley
Tillicoultry,S02001398,2019,496.31,Forth Valley
Dollar & Muckhart,S02001399,2019,176.09,Forth Valley
"Clackmannan, Kennet & Forestmill",S02001400,2019,453.53,Forth Valley
Sauchie,S02001401,2019,399.29,Forth Valley
Alloa South & East,S02001402,2019,740.99,Forth Valley
Alloa North,S02001403,2019,219.93,Forth Valley
Alloa West,S02001404,2019,129.01,Forth Valley
Stranraer West,S02001405,2019,878.59,Dumfries and Galloway
Stranraer East,S02001406,2019,813.45,Dumfries and Galloway
Stranraer South,S02001407,2019,262.54,Dumfries and Galloway
Rhins North,S02001408,2019,200.65,Dumfries and Galloway
Rhins South,S02001409,2019,258.23,Dumfries and Galloway
Machars North,S02001410,2019,176.95,Dumfries and Galloway
Machars South,S02001411,2019,216.98,Dumfries and Galloway
Newton Stewart,S02001412,2019,390.57,Dumfries and Galloway
Gatehouse,S02001413,2019,74.61,Dumfries and Galloway
Kirkcudbright,S02001414,2019,470.54,Dumfries and Galloway
Castle Douglas,S02001415,2019,370.18,Dumfries and Galloway
Dalbeattie,S02001416,2019,559.47,Dumfries and Galloway
Dalbeattie Rural,S02001417,2019,298.93,Dumfries and Galloway
Glenkens,S02001418,2019,156.21,Dumfries and Galloway
Upper Nithsdale,S02001419,2019,386.32,Dumfries and Galloway
Thornhill,S02001420,2019,291.14,Dumfries and Galloway
Mid Nithsdale,S02001421,2019,198.61,Dumfries and Galloway
Shawhead,S02001422,2019,278.02,Dumfries and Galloway
Lochside & Lincluden,S02001423,2019,1386.48,Dumfries and Galloway
Summerville,S02001424,2019,1131.31,Dumfries and Galloway
Troqueer,S02001425,2019,291.16,Dumfries and Galloway
New Abbey,S02001426,2019,254.77,Dumfries and Galloway
Kingholm,S02001427,2019,339.84,Dumfries and Galloway
Calside,S02001428,2019,350.27,Dumfries and Galloway
Georgetown,S02001429,2019,788.36,Dumfries and Galloway
Dumfries Central,S02001430,2019,1990.62,Dumfries and Galloway
Nunholm,S02001431,2019,438.18,Dumfries and Galloway
Locharbriggs,S02001432,2019,319.07,Dumfries and Galloway
Heathhall,S02001433,2019,307.2,Dumfries and Galloway
Collin,S02001434,2019,166.67,Dumfries and Galloway
Lochmaben,S02001435,2019,369.61,Dumfries and Galloway
Lockerbie,S02001436,2019,240.32,Dumfries and Galloway
Moffat,S02001437,2019,383.27,Dumfries and Galloway
Langholm & Eskdale,S02001438,2019,164.67,Dumfries and Galloway
Annandale East,S02001439,2019,303.38,Dumfries and Galloway
Annandale West,S02001440,2019,185.89,Dumfries and Galloway
Annan West,S02001441,2019,694.35,Dumfries and Galloway
Annan East,S02001442,2019,426.96,Dumfries and Galloway
Eastriggs,S02001443,2019,242.78,Dumfries and Galloway
Gretna,S02001444,2019,582.01,Dumfries and Galloway
Westend,S02001445,2019,261.06,Tayside
Perth Road,S02001446,2019,2196.6,Tayside
Logie & Blackness,S02001447,2019,1126.61,Tayside
City Centre-Dundee City,S02001448,2019,1080.67,Tayside
Docks & Wellgate,S02001449,2019,1612.2,Tayside
Hilltown,S02001450,2019,958.81,Tayside
The Glens,S02001451,2019,1059.5,Tayside
Stobswell,S02001452,2019,1408.53,Tayside
Baxter Park,S02001453,2019,280.54,Tayside
Craigie &  Craigiebank,S02001454,2019,445.21,Tayside
Douglas West,S02001455,2019,1212.75,Tayside
West Ferry,S02001456,2019,110.44,Tayside
Douglas East,S02001457,2019,929.71,Tayside
Broughty Ferry West,S02001458,2019,207.85,Tayside
Broughty Ferry East,S02001459,2019,184.8,Tayside
Barnhill,S02001460,2019,252.2,Tayside
West Pitkerro,S02001461,2019,301.05,Tayside
Whitfield,S02001462,2019,531.33,Tayside
Fintry,S02001463,2019,424.29,Tayside
Linlathen & Midcraigie,S02001464,2019,1560.84,Tayside
Caird Park,S02001465,2019,723.03,Tayside
Kirkton,S02001466,2019,480.19,Tayside
Downfield,S02001467,2019,350.27,Tayside
Fairmuir,S02001468,2019,672.28,Tayside
Law-Dundee City,S02001469,2019,943.08,Tayside
Balgay,S02001470,2019,721.9,Tayside
Menzieshill,S02001471,2019,906.82,Tayside
Charleston,S02001472,2019,955.72,Tayside
Lochee,S02001473,2019,886.09,Tayside
Ardler & St Marys,S02001474,2019,1158.44,Tayside
Western Edge-Dundee City,S02001475,2019,114.11,Tayside
Doon Valley South,S02001476,2019,893.11,Ayrshire and Arran
Doon Valley North,S02001477,2019,690.6,Ayrshire and Arran
Mauchline Rural,S02001478,2019,451.04,Ayrshire and Arran
Drongan,S02001479,2019,506.45,Ayrshire and Arran
Mauchline,S02001480,2019,587.25,Ayrshire and Arran
Cumnock Rural,S02001481,2019,573.94,Ayrshire and Arran
New Cumnock,S02001482,2019,1311.4,Ayrshire and Arran
Cumnock South & Craigens,S02001483,2019,665.88,Ayrshire and Arran
Cumnock North,S02001484,2019,409.28,Ayrshire and Arran
Auchinleck,S02001485,2019,1682.12,Ayrshire and Arran
Northern & Irvine Valley Rural,S02001486,2019,309.76,Ayrshire and Arran
Stewarton East,S02001487,2019,776.27,Ayrshire and Arran
Stewarton West,S02001488,2019,542.45,Ayrshire and Arran
Darvel,S02001489,2019,563.3,Ayrshire and Arran
Newmilns,S02001490,2019,707.87,Ayrshire and Arran
Galston,S02001491,2019,423.91,Ayrshire and Arran
Earlston & Hurlford Rural,S02001492,2019,503.22,Ayrshire and Arran
Shortlees,S02001493,2019,2017.88,Ayrshire and Arran
Bellfield & Kirkstyle,S02001494,2019,788.25,Ayrshire and Arran
Kilmarnock South Central & Caprington,S02001495,2019,1411.04,Ayrshire and Arran
Piersland,S02001496,2019,323.58,Ayrshire and Arran
New Farm Loch South,S02001497,2019,591.76,Ayrshire and Arran
Dean & New Farm Loch North,S02001498,2019,557.34,Ayrshire and Arran
Southcraig & Beansburn,S02001499,2019,137.07,Ayrshire and Arran
Altonhill North & Onthank,S02001500,2019,868.19,Ayrshire and Arran
"Altonhill South, Longpark & Hillhead",S02001501,2019,898.79,Ayrshire and Arran
Bonnyton & Town Centre,S02001502,2019,802.7,Ayrshire and Arran
"Grange, Howard & Gargieston",S02001503,2019,327.99,Ayrshire and Arran
"Crosshouse, Gatehead & Kilmaurs Rural",S02001504,2019,415.02,Ayrshire and Arran
Kilmaurs,S02001505,2019,668.99,Ayrshire and Arran
West Clober & Mains Estate,S02001506,2019,24.81,Greater Glasgow and Clyde
East Clober & Mains Estate,S02001507,2019,880.78,Greater Glasgow and Clyde
Barloch,S02001508,2019,143.83,Greater Glasgow and Clyde
Keystone & Dougalston,S02001509,2019,257.85,Greater Glasgow and Clyde
Kilmardinny East,S02001510,2019,170.33,Greater Glasgow and Clyde
Kilmardinny West,S02001511,2019,360.11,Greater Glasgow and Clyde
North Castlehill & Thorn,S02001512,2019,135.48,Greater Glasgow and Clyde
South Castlehill & Thorn,S02001513,2019,188.77,Greater Glasgow and Clyde
Westerton West,S02001514,2019,284.52,Greater Glasgow and Clyde
Westerton East,S02001515,2019,247.58,Greater Glasgow and Clyde
Kessington West,S02001516,2019,163.22,Greater Glasgow and Clyde
Kessington East,S02001517,2019,357.71,Greater Glasgow and Clyde
Torrance & Balmore,S02001518,2019,175.15,Greater Glasgow and Clyde
Bishopbriggs North & Kenmure,S02001519,2019,470.58,Greater Glasgow and Clyde
Bishopbriggs West & Cadder,S02001520,2019,663.93,Greater Glasgow and Clyde
Auchinairn,S02001521,2019,514.19,Greater Glasgow and Clyde
Woodhill East,S02001522,2019,72.59,Greater Glasgow and Clyde
Woodhill West,S02001523,2019,373.05,Greater Glasgow and Clyde
Lenzie North,S02001524,2019,162.78,Greater Glasgow and Clyde
Lenzie South,S02001525,2019,235.6,Greater Glasgow and Clyde
Kirkintilloch South,S02001526,2019,395.46,Greater Glasgow and Clyde
Kirkintilloch West,S02001527,2019,835.28,Greater Glasgow and Clyde
Hillhead-East Dunbartonshire,S02001528,2019,1369.72,Greater Glasgow and Clyde
Rosebank & Waterside,S02001529,2019,287.95,Greater Glasgow and Clyde
Twechar & Harestanes East,S02001530,2019,584.7,Greater Glasgow and Clyde
Harestanes,S02001531,2019,1032.84,Greater Glasgow and Clyde
Milton of Campsie,S02001532,2019,591.71,Greater Glasgow and Clyde
Lennoxtown,S02001533,2019,537.24,Greater Glasgow and Clyde
Wallyford and Whitecraig (IZ01),S02001534,2019,599.9,Lothian
Musselburgh South (IZ02),S02001535,2019,476.97,Lothian
Musselburgh West (IZ03),S02001536,2019,233.92,Lothian
Musselburgh North (IZ04),S02001537,2019,768.53,Lothian
Musselburgh East (IZ05),S02001538,2019,608.29,Lothian
Pinkie Braes (IZ06),S02001539,2019,294.43,Lothian
Prestonpans West (IZ07),S02001540,2019,546.43,Lothian
Prestonpans East (IZ08),S02001541,2019,373.02,Lothian
Cockenzie (IZ09),S02001542,2019,658.22,Lothian
Tranent North (IZ10),S02001543,2019,350.49,Lothian
Tranent South (IZ11),S02001544,2019,580.89,Lothian
Ormiston (IZ12),S02001545,2019,463.84,Lothian
Longniddry and Aberlady (IZ13),S02001546,2019,292.98,Lothian
Haddington Rural (IZ14),S02001547,2019,166.11,Lothian
Haddington North (IZ15),S02001548,2019,199.88,Lothian
Haddington South (IZ16),S02001549,2019,605.22,Lothian
Gullane and Drem (IZ17),S02001550,2019,263.42,Lothian
North Berwick North (IZ18),S02001551,2019,118.64,Lothian
North Berwick South (IZ19),S02001552,2019,251.72,Lothian
East Linton and Rural (IZ20),S02001553,2019,142.96,Lothian
Dunbar West (IZ21),S02001554,2019,579.02,Lothian
Dunbar East (IZ22),S02001555,2019,454.9,Lothian
Neilston & Uplawmoor,S02001556,2019,586.09,Greater Glasgow and Clyde
Cross Stobbs,S02001557,2019,405.84,Greater Glasgow and Clyde
"Dunterlie, East Arthurlie & Dovecothall",S02001558,2019,1514.13,Greater Glasgow and Clyde
Arthurlie & Gateside,S02001559,2019,738.15,Greater Glasgow and Clyde
Auchenback,S02001560,2019,1463.94,Greater Glasgow and Clyde
Crookfur & Fruin,S02001561,2019,224.16,Greater Glasgow and Clyde
"Mearns Village, Westacres & Greenfarm",S02001562,2019,461.37,Greater Glasgow and Clyde
Whitecraigs & Broom,S02001563,2019,300.36,Greater Glasgow and Clyde
Mearnskirk & South Kirkhill,S02001564,2019,195.47,Greater Glasgow and Clyde
Eaglesham & Waterfoot,S02001565,2019,205.91,Greater Glasgow and Clyde
North Kirkhill,S02001566,2019,297.72,Greater Glasgow and Clyde
Busby,S02001567,2019,444.45,Greater Glasgow and Clyde
Clarkston & Sheddens,S02001568,2019,167.19,Greater Glasgow and Clyde
Williamwood,S02001569,2019,558.09,Greater Glasgow and Clyde
Stamperland,S02001570,2019,573.34,Greater Glasgow and Clyde
Netherlee,S02001571,2019,19.23,Greater Glasgow and Clyde
Merrylee & Braidbar,S02001572,2019,173.18,Greater Glasgow and Clyde
Lower Whitecraigs & South Giffnock,S02001573,2019,418.15,Greater Glasgow and Clyde
North Giffnock & North Thornliebank,S02001574,2019,291,Greater Glasgow and Clyde
South Thornliebank & Woodfarm,S02001575,2019,526.17,Greater Glasgow and Clyde
Balerno & Bonnington Village,S02001576,2019,610.32,Lothian
Currie West,S02001577,2019,810.09,Lothian
Currie East,S02001578,2019,291.69,Lothian
Baberton & Juniper Green,S02001579,2019,142.01,Lothian
Bonaly & The Pentlands,S02001580,2019,167.6,Lothian
Colinton & Kingsknowe,S02001581,2019,325.85,Lothian
Clovenstone & Wester Hailes,S02001582,2019,2350.31,Lothian
The Calders,S02001583,2019,1072.49,Lothian
Murrayburn & Wester Hailes North,S02001584,2019,2417.24,Lothian
Parkhead & Sighthill,S02001585,2019,506.29,Lothian
Broomhouse & Bankhead,S02001586,2019,836.08,Lothian
Stenhouse & Saughton Mains,S02001587,2019,917.06,Lothian
Longstone & Saughton,S02001588,2019,438.18,Lothian
Slateford & Chesser,S02001589,2019,1124.27,Lothian
Gorgie West,S02001590,2019,1374.35,Lothian
Gorgie East,S02001591,2019,1646.89,Lothian
Shandon,S02001592,2019,277.17,Lothian
Craiglockhart,S02001593,2019,183.95,Lothian
Morningside & Craighouse,S02001594,2019,256.95,Lothian
Greenbank & The Braids,S02001595,2019,205.26,Lothian
Colinton Mains & Firrhill,S02001596,2019,864.73,Lothian
Oxgangs,S02001597,2019,1495.33,Lothian
Comiston & Swanston,S02001598,2019,122.66,Lothian
Fairmilehead,S02001599,2019,227.56,Lothian
Gilmerton South & the Murrays,S02001600,2019,146.89,Lothian
Mortonhall & Anwickhill,S02001601,2019,247.74,Lothian
"Gracemount, Southhouse & Burdiehouse",S02001602,2019,1057.46,Lothian
Hyvots & Gilmerton,S02001603,2019,1130.96,Lothian
Fernieside & Moredun South,S02001604,2019,847.88,Lothian
Moredun & Craigour,S02001605,2019,865.8,Lothian
Liberton East,S02001606,2019,167.88,Lothian
Liberton West & Braid Hills,S02001607,2019,300.48,Lothian
The Inch,S02001608,2019,1027.33,Lothian
"Blackford, West Mains & Mayfield Road",S02001609,2019,206.94,Lothian
Prestonfield,S02001610,2019,313.14,Lothian
Newington & Dalkeith Road,S02001611,2019,657.26,Lothian
The Grange,S02001612,2019,204.41,Lothian
Marchmont East & Sciennes,S02001613,2019,636.04,Lothian
Marchmont West,S02001614,2019,57.25,Lothian
Morningside,S02001615,2019,277.6,Lothian
Merchiston & Greenhill,S02001616,2019,72.87,Lothian
Bruntsfield,S02001617,2019,215.46,Lothian
Polwarth,S02001618,2019,857.51,Lothian
Dalry & Fountainbridge,S02001619,2019,1580.13,Lothian
Tollcross-City of Edinburgh,S02001620,2019,2291.01,Lothian
Meadows & Southside,S02001621,2019,447,Lothian
"Old Town, Princes Street & Leith Street",S02001622,2019,1928.44,Lothian
"Canongate, Southside & Dumbiedykes",S02001623,2019,1098.92,Lothian
Abbeyhill,S02001624,2019,1407.62,Lothian
Meadowbank & Abbeyhill North,S02001625,2019,498.16,Lothian
Willowbrae & Duddingston Village,S02001626,2019,414.59,Lothian
Craigmillar,S02001627,2019,629.8,Lothian
Niddrie,S02001628,2019,1131.77,Lothian
"Bingham, Magdalene & The Christians",S02001629,2019,1417.63,Lothian
"Jewel, Brunstane & Newcraighall",S02001630,2019,346.97,Lothian
Joppa,S02001631,2019,234.51,Lothian
Portobello,S02001632,2019,611.25,Lothian
Duddingston & Portobello South,S02001633,2019,343.25,Lothian
Mountcastle,S02001634,2019,428.28,Lothian
Northfield & Piershill,S02001635,2019,643.78,Lothian
Craigentinny,S02001636,2019,108.46,Lothian
Restalrig (Loganlea) & Craigentinny West,S02001637,2019,1517.12,Lothian
Restalrig & Lochend,S02001638,2019,1401.61,Lothian
Leith (Hermitage & Prospect Bank),S02001639,2019,480.31,Lothian
Western Harbour & Leith Docks,S02001640,2019,563.91,Lothian
North Leith & Newhaven,S02001641,2019,1532.47,Lothian
The Shore & Constitution Street,S02001642,2019,1006.87,Lothian
Great Junction Street,S02001643,2019,1524.33,Lothian
South Leith,S02001644,2019,1427.93,Lothian
Easter Road & Hawkhill Avenue,S02001645,2019,648.47,Lothian
Leith (Albert Street),S02001646,2019,2167.61,Lothian
Hillside & Calton Hill,S02001647,2019,498.91,Lothian
Pilrig,S02001648,2019,960.33,Lothian
Bonnington,S02001649,2019,646.36,Lothian
Trinity East & The Dudleys,S02001650,2019,370.16,Lothian
Trinity,S02001651,2019,730.68,Lothian
"Inverleith, Goldenacre & Warriston",S02001652,2019,81.38,Lothian
Broughton North & Powderhall,S02001653,2019,515.35,Lothian
Broughton South,S02001654,2019,539.81,Lothian
New Town East & Gayfield,S02001655,2019,381.61,Lothian
New Town West,S02001656,2019,496.11,Lothian
Canonmills & New Town North,S02001657,2019,343.04,Lothian
Stockbridge,S02001658,2019,406.02,Lothian
Comely Bank,S02001659,2019,244.33,Lothian
Deans Village,S02001660,2019,143.17,Lothian
Balgreen & Roseburn,S02001661,2019,263.69,Lothian
Murrayfield & Ravelston,S02001662,2019,86.93,Lothian
"Craigleith, Orchard Brae & Crewe Toll",S02001663,2019,162.56,Lothian
Blackhall,S02001664,2019,224.29,Lothian
Drylaw,S02001665,2019,492.44,Lothian
West Pilton,S02001666,2019,1146.05,Lothian
Boswall & Pilton,S02001667,2019,305.08,Lothian
Granton South & Wardieburn,S02001668,2019,1872.86,Lothian
Granton & Royston Mains,S02001669,2019,1054.69,Lothian
Granton West & Salvesen,S02001670,2019,971.22,Lothian
Muirhouse-City of Edinburgh,S02001671,2019,1200.06,Lothian
Silverknowes & Davidson's Mains,S02001672,2019,171.16,Lothian
Cramond,S02001673,2019,742.38,Lothian
"Barnton, Cammo & Cramond South",S02001674,2019,93.55,Lothian
Clermiston & Drumbrae,S02001675,2019,1027.61,Lothian
East Craigs North,S02001676,2019,450.85,Lothian
East Craigs South,S02001677,2019,237.92,Lothian
Corstorphine North,S02001678,2019,469.42,Lothian
Corstorphine,S02001679,2019,269.39,Lothian
Carrick Knowe,S02001680,2019,411.87,Lothian
Corstorphine South,S02001681,2019,519.88,Lothian
South Gyle,S02001682,2019,222.1,Lothian
"Ratho, Ingliston & Gogar",S02001683,2019,283.16,Lothian
"Dalmeny, Kirkliston & Newbridge",S02001684,2019,382.71,Lothian
Queensferry East,S02001685,2019,334.78,Lothian
Queensferry West,S02001686,2019,344.75,Lothian
Barra & South Uist,S02001687,2019,840.82,Western Isles
Benbecula & North Uist,S02001688,2019,1125.32,Western Isles
Harris,S02001689,2019,881.27,Western Isles
South Lewis,S02001690,2019,527.05,Western Isles
Northwest Lewis,S02001691,2019,483.16,Western Isles
Broadbay,S02001692,2019,930.99,Western Isles
Stornoway West,S02001693,2019,1600.61,Western Isles
Stornoway East,S02001694,2019,548.69,Western Isles
Point,S02001695,2019,1096.87,Western Isles
Dunipace,S02001696,2019,327.72,Forth Valley
"Fankerton, Stoneywood & Denny Town",S02001697,2019,317.47,Forth Valley
Denny-Nethermains,S02001698,2019,327.45,Forth Valley
Head of Muir & Dennyloanhead,S02001699,2019,209.22,Forth Valley
"Banknock, Haggs & Longcroft",S02001700,2019,361.33,Forth Valley
Bonnybridge,S02001701,2019,613.3,Forth Valley
High Bonnybridge & Greenhill,S02001702,2019,444.87,Forth Valley
Larbert-North Broomage & Inches,S02001703,2019,305.31,Forth Valley
Larbert-South Broomage & Village,S02001704,2019,160.56,Forth Valley
Stenhousemuir West,S02001705,2019,310.38,Forth Valley
Stenhousemuir East,S02001706,2019,479.93,Forth Valley
Stenhousemuir-Antonshill,S02001707,2019,111.6,Forth Valley
Carron,S02001708,2019,83.73,Forth Valley
Carronshore,S02001709,2019,436.14,Forth Valley
Carse & Grangemouth Old Town,S02001710,2019,156.11,Forth Valley
Falkirk-Bainsford & Langlees,S02001711,2019,751.82,Forth Valley
Falkirk-Merchiston & New Carron Village,S02001712,2019,301.76,Forth Valley
Falkirk-Grahamston,S02001713,2019,555.77,Forth Valley
Falkirk-Middlefield,S02001714,2019,354.58,Forth Valley
Falkirk-Town Centre & Callendar Park,S02001715,2019,629.47,Forth Valley
Falkirk-Bantaskin,S02001716,2019,152.7,Forth Valley
Falkirk-Camelon East,S02001717,2019,1238.11,Forth Valley
Falkirk-Camelon West,S02001718,2019,621.76,Forth Valley
Falkirk-Tamfourhill,S02001719,2019,761.28,Forth Valley
Falkirk-Lochgreen & Lionthorn,S02001720,2019,131.62,Forth Valley
Hallglen & Glen Village,S02001721,2019,752.28,Forth Valley
Shieldhill,S02001722,2019,366.7,Forth Valley
Braes Villages,S02001723,2019,275.65,Forth Valley
Reddingmuirhead & Overton,S02001724,2019,174.28,Forth Valley
Brightons & Wallacestone,S02001725,2019,378.04,Forth Valley
Maddiston & Rumford,S02001726,2019,169.83,Forth Valley
Polmont,S02001727,2019,15.54,Forth Valley
Redding,S02001728,2019,303.22,Forth Valley
Laurieston & Westquarter,S02001729,2019,487.27,Forth Valley
Grangemouth-Newlands,S02001730,2019,477.96,Forth Valley
Grangemouth-Town Centre,S02001731,2019,517.72,Forth Valley
Grangemouth-Kersiebank,S02001732,2019,710.23,Forth Valley
Grangemouth-Bowhouse,S02001733,2019,834.52,Forth Valley
Bo'ness-Douglas,S02001734,2019,218.35,Forth Valley
Bo'ness-Newtown,S02001735,2019,538.95,Forth Valley
Bo'ness-Kinneil,S02001736,2019,682.38,Forth Valley
"Blackness, Bo'ness-Carriden & Grahamsdyke",S02001737,2019,315.7,Forth Valley
Kincardine,S02001738,2019,775.17,Fife
Oakley Comrie & Blairhall,S02001739,2019,686.64,Fife
Saline & Gowkhall,S02001740,2019,648.29,Fife
Valleyfield Culross & Torryburn,S02001741,2019,584.63,Fife
Cairneyhill & Crombie,S02001742,2019,765.07,Fife
Crossford Charlestown & Limekilns,S02001743,2019,315.07,Fife
Dunfermline Milesmark & Wellwood,S02001744,2019,122.19,Fife
Dunfermline Baldridgeburn,S02001745,2019,1177.62,Fife
Dunfermline Headwell,S02001746,2019,1105.35,Fife
Dunfermline Central,S02001747,2019,1188.28,Fife
Dunfermline Brucefield,S02001748,2019,616.66,Fife
Dunfermline Garvock Hill,S02001749,2019,243.05,Fife
Dunfermline Bellyeoman & Townhill,S02001750,2019,546.97,Fife
Dunfermline Duloch North & Lynebank,S02001751,2019,445.48,Fife
Dunfermline Touch & Woodmill,S02001752,2019,1081.33,Fife
Dunfermline Abbeyview North,S02001753,2019,1861.29,Fife
Dunfermline Abbeyview South,S02001754,2019,643.52,Fife
Dunfermline Duloch South,S02001755,2019,213.51,Fife
Dunfermline Masterton,S02001756,2019,194.07,Fife
Dunfermline Pitcorthie East,S02001757,2019,437.76,Fife
Dunfermline Pitcorthie West,S02001758,2019,214.3,Fife
Rosyth North,S02001759,2019,642.73,Fife
Rosyth East,S02001760,2019,240.63,Fife
Rosyth Central,S02001761,2019,1095.3,Fife
Rosyth South,S02001762,2019,674.66,Fife
North Queensferry & Inverkeithing West,S02001763,2019,541.16,Fife
Inverkeithing East,S02001764,2019,718.07,Fife
Dalgety Bay West & Hillend,S02001765,2019,356.06,Fife
Dalgety Bay Central,S02001766,2019,290.95,Fife
Dalgety Bay East,S02001767,2019,209.97,Fife
Crossgates & Halbeath,S02001768,2019,257.43,Fife
Hill of Beath & Kingseat,S02001769,2019,505.22,Fife
Cowdenbeath South,S02001770,2019,847.9,Fife
Cowdenbeath North,S02001771,2019,728.3,Fife
Kelty West,S02001772,2019,1286.27,Fife
Kelty East,S02001773,2019,732.65,Fife
Lochore & Crosshill,S02001774,2019,1394.76,Fife
Ballingry,S02001775,2019,1883.32,Fife
Cardenden,S02001776,2019,592.33,Fife
Lochgelly East,S02001777,2019,865.99,Fife
Lochgelly West & Lumphinnans,S02001778,2019,1079.96,Fife
Aberdour & Auchtertool,S02001779,2019,489.39,Fife
Burntisland West,S02001780,2019,771.78,Fife
Burntisland East,S02001781,2019,213.36,Fife
Kinghorn,S02001782,2019,317.11,Fife
Kirkcaldy Linktown & Seafield,S02001783,2019,1123.08,Fife
Kirkcaldy Central,S02001784,2019,862.39,Fife
Kirkcaldy Bennochy East,S02001785,2019,664.26,Fife
Kirkcaldy Bennochy West,S02001786,2019,1397.92,Fife
Kirkcaldy Raith,S02001787,2019,371.26,Fife
Kirkcaldy Newliston & Redcraigs,S02001788,2019,663.99,Fife
Kirkcaldy Templehall West,S02001789,2019,1471.93,Fife
Kirkcaldy Templehall East,S02001790,2019,996.37,Fife
Kirkcaldy Dunnikier,S02001791,2019,293.4,Fife
Kirkcaldy Chapel,S02001792,2019,298.94,Fife
Kirkcaldy Hayfield & Smeaton,S02001793,2019,742.14,Fife
Kirkcaldy Pathhead,S02001794,2019,760.51,Fife
Kirkcaldy Gallatown & Sinclairtown,S02001795,2019,1333.46,Fife
Dysart,S02001796,2019,963.18,Fife
Wemyss,S02001797,2019,827.25,Fife
Thornton & Kinglassie,S02001798,2019,1150.65,Fife
Leslie & Newcastle,S02001799,2019,1164.05,Fife
Glenrothes Macedonia & Tanshall,S02001800,2019,1715.53,Fife
Glenrothes South Parks,S02001801,2019,499.37,Fife
Glenrothes Caskieberran & Rimbleton,S02001802,2019,936.08,Fife
Glenrothes Auchmuty,S02001803,2019,1347.25,Fife
Glenrothes Stenton & Finglassie,S02001804,2019,374.54,Fife
